OrderId,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount(%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ODR1520,20-02-2025,24-02-2025,CUST423,Jennifer Stewart,Consumer,PROD2363,Sugar,Grocery,South,Minnesota,West Haleystad,3,770,20,1848,1563.86,284.14,Credit Card,Delivered,Hobbs Group,benjaminmichelle@andrews.com,17,No,0
ODR1521,05-10-2025,10-10-2025,CUST398,Justin Morales,Home Office,PROD8049,Notebook,Office Supplies,North,Michigan,Kimfort,5,4638,15,19711.5,15153.93,4557.57,Credit Card,Returned,Day-Obrien,uphelps@mcdonald.info,40,No,0
ODR1522,26-09-2025,01-10-2025,CUST848,Jason Young,Home Office,PROD1241,Bookshelf,Furniture,West,Alaska,West Russellville,3,1930,20,4632,3232.53,1399.47,Credit Card,Cancelled,"Harris, Davis and Orozco",jacqueline74@baker-turner.com,36,No,0
ODR1523,20-04-2025,22-04-2025,CUST411,Brian Rice,Consumer,PROD9465,Laptop,Electronics,West,Nevada,Valdezfort,1,4675,0,4675,3744.68,930.32,Credit Card,Returned,Brown Ltd,amanda19@hall-davis.com,12,No,0
ODR1524,03-09-2024,10-09-2024,CUST603,Carly Davis,Consumer,PROD2803,Snacks,Grocery,North,Colorado,West Andrewland,8,3992,10,28742.4,25019.39,3723.01,UPI,Delivered,"Higgins, Ford and Reynolds",tranalexis@thomas.com,6,Yes,50
ODR1525,03-12-2025,09-12-2025,CUST194,Cathy Garcia,Home Office,PROD1097,Sugar,Grocery,North,Vermont,Ellenport,5,2429,5,11537.75,8491.93,3045.82,UPI,Returned,"Adams, Browning and Lewis",gbecker@arellano-moore.com,15,No,0
ODR1526,02-03-2024,09-03-2024,CUST417,Tracy Burns,Consumer,PROD3374,Calculator,Office Supplies,North,Kentucky,Port Jason,2,3856,10,6940.8,4442.41,2498.39,Cash,Cancelled,Curtis Group,howard10@brown.com,29,No,0
ODR1527,12-07-2025,13-07-2025,CUST760,Rodney Mclaughlin,Consumer,PROD8227,Study Table,Furniture,East,Maine,New Tony,1,1164,5,1105.8,765.62,340.18,Net Banking,Returned,"Ortega, Warren and Wise",vcarr@gardner-ryan.com,27,No,0
ODR1528,31-01-2026,04-02-2026,CUST644,Denise Mckenzie,Home Office,PROD8997,Stapler,Office Supplies,North,Georgia,North Maryport,3,1097,10,2961.9,2617.69,344.21,UPI,Pending,Hodges-Rich,rubioscott@bowman.net,8,Yes,20
ODR1529,24-01-2025,28-01-2025,CUST734,William Cruz,Corporate,PROD9707,Laptop,Electronics,North,Michigan,Port Christiechester,9,2221,0,19989,13322.45,6666.55,UPI,Pending,"Barron, Chambers and Proctor",singhashley@hunt.biz,5,Yes,36
ODR1530,02-05-2025,04-05-2025,CUST326,Mark Daniels,Home Office,PROD3228,Mouse,Electronics,West,Wisconsin,Burchchester,9,2611,0,23499,17191.05,6307.95,UPI,Delivered,"Johnson, Cameron and Lee",danny97@miller.com,29,No,0
ODR1531,22-10-2025,27-10-2025,CUST833,Richard Webster,Corporate,PROD9882,Keyboard,Electronics,East,Indiana,Port Meganport,4,3304,5,12555.2,11082.67,1472.53,UPI,Pending,"Gonzalez, Cowan and Chase",samuel34@monroe.info,12,No,0
ODR1532,11-08-2025,14-08-2025,CUST411,Todd Gilbert,Home Office,PROD1077,Laptop,Electronics,West,Pennsylvania,East Davidshire,5,438,0,2190,1698.69,491.31,UPI,Delivered,"Fisher, Francis and Miranda",juarezcolton@davis-long.org,13,No,0
ODR1533,23-02-2024,26-02-2024,CUST921,Lisa Navarro,Corporate,PROD8208,Notebook,Office Supplies,South,New York,Jonesfurt,2,1497,5,2844.3,2528.52,315.78,Net Banking,Cancelled,"Griffith, Martin and Skinner",sparksbrenda@jones.com,18,No,0
ODR1534,26-10-2024,27-10-2024,CUST209,Christina Villegas,Consumer,PROD8733,Dining Table,Furniture,East,Ohio,Dillonburgh,10,1085,5,10307.5,6184.73,4122.77,UPI,Cancelled,"Carter, Davis and Gallegos",rrios@collins.biz,6,Yes,47
ODR1535,06-12-2025,07-12-2025,CUST466,Ryan Harmon,Home Office,PROD3173,Headphones,Electronics,North,Vermont,South Brianview,7,1603,0,11221,7612.26,3608.74,Credit Card,Delivered,"Holloway, Peters and Watson",michaelhowe@brown.biz,25,No,0
ODR1536,08-08-2025,11-08-2025,CUST934,Stephanie Collins,Consumer,PROD8195,Office Chair,Furniture,East,Missouri,Port Nathanbury,8,3181,15,21630.8,13061.75,8569.05,Cash,Pending,Wilson-Cortez,ehernandez@lewis-gonzalez.com,6,Yes,42
ODR1537,28-12-2024,04-01-2025,CUST732,Michael Reed,Consumer,PROD7154,Snacks,Grocery,North,Utah,South Beth,8,1392,5,10579.2,9171.44,1407.76,UPI,Returned,Daniels PLC,reillylindsey@webb.com,39,No,0
ODR1538,02-09-2024,08-09-2024,CUST521,Amanda Meyer,Corporate,PROD1790,Cooking Oil,Grocery,East,South Carolina,Port Gabriellemouth,5,4664,20,18656,11408.62,7247.38,UPI,Pending,Newman-Schmidt,uguzman@west.com,49,No,0
ODR1539,02-03-2024,07-03-2024,CUST562,Laura Diaz,Consumer,PROD6280,Cooking Oil,Grocery,South,Hawaii,Patrickburgh,7,1183,15,7038.85,5285.03,1753.82,Credit Card,Returned,"Ruiz, Barnes and Ortiz",kristitorres@stevens-smith.org,44,No,0
ODR1540,21-09-2024,25-09-2024,CUST696,Wendy Freeman,Home Office,PROD8298,Pen,Office Supplies,East,South Carolina,Leeland,5,2799,20,11196,8016.96,3179.04,Net Banking,Delivered,"Moore, Hart and Mitchell",michelle16@dixon.biz,18,No,0
ODR1541,30-07-2024,01-08-2024,CUST646,Eric Allison,Consumer,PROD8423,Notebook,Office Supplies,North,Kentucky,Sanchezside,5,2170,0,10850,7197.86,3652.14,Credit Card,Pending,Jones Group,bryan15@escobar.org,47,No,0
ODR1542,28-01-2026,02-02-2026,CUST418,Tara Espinoza,Corporate,PROD7835,Keyboard,Electronics,West,Colorado,Amandafurt,2,481,15,817.7,619.7,198,Net Banking,Cancelled,"Bell, Fletcher and Brown",nhogan@miller-lopez.com,31,No,0
ODR1543,03-01-2026,06-01-2026,CUST265,Daniel Allison,Corporate,PROD2787,Mouse,Electronics,South,Wyoming,Lorifort,9,259,15,1981.35,1580.42,400.93,Credit Card,Cancelled,Glover Inc,alexisduncan@sawyer.com,40,No,0
ODR1544,14-07-2024,16-07-2024,CUST858,James Blake,Corporate,PROD2107,Study Table,Furniture,East,Louisiana,Lake Michaeltown,2,1507,10,2712.6,1765.66,946.94,Net Banking,Returned,Woodward Inc,michael90@campbell.com,20,No,0
ODR1545,20-10-2025,23-10-2025,CUST373,Michael West,Home Office,PROD9821,Sofa,Furniture,North,Minnesota,West Georgeborough,5,4829,0,24145,20039.37,4105.63,Cash,Delivered,Fernandez PLC,bedwards@koch.com,40,No,0
ODR1546,15-02-2025,20-02-2025,CUST919,Nicholas Webb,Consumer,PROD4563,Dining Table,Furniture,North,Michigan,Lake William,2,4214,15,7163.8,5768.21,1395.59,Cash,Cancelled,Watson-Ford,ajimenez@camacho.org,47,No,0
ODR1547,19-09-2025,20-09-2025,CUST722,Jose Dyer,Consumer,PROD6865,Sofa,Furniture,West,Wyoming,Angelatown,6,1301,15,6635.1,5375.09,1260.01,Net Banking,Cancelled,"Montgomery, Mitchell and Brown",ryan85@mcmillan.org,2,Yes,34
ODR1548,17-07-2024,24-07-2024,CUST722,Stephen Valencia,Consumer,PROD2025,Keyboard,Electronics,East,Connecticut,Collinsburgh,2,2712,20,4339.2,3515.14,824.06,Credit Card,Cancelled,"Torres, Clark and Johnson",gomezamanda@mullen-berry.com,42,No,0
ODR1549,04-11-2024,10-11-2024,CUST553,Levi Carpenter,Corporate,PROD5126,Dining Table,Furniture,South,Kansas,East Jennifer,10,3766,20,30128,20438.8,9689.2,UPI,Returned,Rodriguez Ltd,logan32@hogan.com,28,No,0
ODR1550,15-05-2024,16-05-2024,CUST496,Roger Wu,Consumer,PROD1714,Office Chair,Furniture,North,New Hampshire,Reginastad,9,2021,15,15460.65,10327.7,5132.95,UPI,Delivered,"Park, Hendricks and Russell",vgonzales@page-clark.com,25,No,0
ODR1551,21-02-2024,26-02-2024,CUST631,Steven Neal,Consumer,PROD8786,Sofa,Furniture,South,Illinois,Danielleville,7,2230,5,14829.5,10694.57,4134.93,Cash,Pending,"Collins, Higgins and Hutchinson",richardsrebecca@butler-brown.biz,39,No,0
ODR1552,03-02-2025,08-02-2025,CUST633,Steve Morrison,Home Office,PROD9765,Dining Table,Furniture,East,Utah,Nicholasshire,3,1200,0,3600,2357.2,1242.8,Net Banking,Delivered,"Carroll, Cooley and Payne",ssmith@castaneda.info,8,Yes,22
ODR1553,14-06-2024,19-06-2024,CUST947,Sarah Green,Consumer,PROD5770,File Folder,Office Supplies,North,North Dakota,Heidistad,9,620,5,5301,4097.87,1203.13,UPI,Cancelled,Baldwin-White,burkekevin@morgan.com,15,No,0
ODR1554,03-01-2026,04-01-2026,CUST787,Danielle Palmer,Corporate,PROD6478,Sugar,Grocery,South,Colorado,Nicholasburgh,6,1329,10,7176.6,5079.13,2097.47,Net Banking,Returned,"Beck, Hull and Rogers",toddsmith@silva.com,48,No,0
ODR1555,18-01-2025,19-01-2025,CUST367,Jeffrey Crawford,Home Office,PROD7175,Headphones,Electronics,North,New York,Brandonton,5,1226,0,6130,4922.19,1207.81,Net Banking,Pending,Boyd-Smith,jefferycoleman@white.info,25,No,0
ODR1556,12-05-2024,17-05-2024,CUST700,Jerry Frost,Corporate,PROD2598,Keyboard,Electronics,East,Colorado,Tracyburgh,1,857,0,857,539.52,317.48,UPI,Pending,Owen-Pearson,wendyperry@cooper.info,1,Yes,31
ODR1557,22-08-2024,25-08-2024,CUST743,Jennifer Garcia,Consumer,PROD4904,Study Table,Furniture,East,Rhode Island,Grossbury,10,4482,15,38097,31202.2,6894.8,Cash,Delivered,Martinez-Robinson,jennifermorales@hancock.com,48,No,0
ODR1558,03-03-2024,08-03-2024,CUST739,Steven Thompson,Corporate,PROD8751,Snacks,Grocery,West,Delaware,West Rachel,2,1434,10,2581.2,1853.34,727.86,UPI,Cancelled,Mejia-Ross,quinnjoshua@ortiz-garcia.com,41,No,0
ODR1559,09-10-2024,12-10-2024,CUST138,Scott Yu,Home Office,PROD7215,Snacks,Grocery,South,Delaware,East Daniel,1,1446,20,1156.8,957.03,199.77,Credit Card,Returned,"Hawkins, Morton and Neal",jennifer34@maynard-wong.net,20,No,0
ODR1560,26-04-2024,30-04-2024,CUST342,Tom Matthews,Home Office,PROD1535,Sofa,Furniture,East,Montana,New Breannaville,10,1771,0,17710,14738.07,2971.93,UPI,Returned,Mack-Best,allensimpson@hernandez.com,7,Yes,28
ODR1561,17-04-2025,24-04-2025,CUST612,Hannah Buck,Home Office,PROD2386,Snacks,Grocery,West,Alabama,Higginsville,5,4508,10,20286,16436.58,3849.42,Net Banking,Pending,Smith and Sons,erinburgess@tran.com,30,No,0
ODR1562,01-11-2024,08-11-2024,CUST952,Richard Beck,Corporate,PROD5996,Snacks,Grocery,South,New Jersey,North Allenborough,3,1332,20,3196.8,2174.43,1022.37,Credit Card,Pending,Ward-Garza,sjohnson@hudson-haynes.info,14,No,0
ODR1563,25-08-2024,26-08-2024,CUST565,Elizabeth Lee,Consumer,PROD4953,Juice Pack,Grocery,West,Alaska,Underwoodmouth,5,2415,0,12075,10077.8,1997.2,Credit Card,Pending,"Farley, Wright and Choi",brittanymorris@williams-miller.com,44,No,0
ODR1564,02-05-2024,03-05-2024,CUST972,Crystal Nguyen,Consumer,PROD9916,Sugar,Grocery,East,Alaska,Smithland,4,270,10,972,677.91,294.09,Net Banking,Pending,Wilson-Riggs,gberry@gonzalez-smith.com,40,No,0
ODR1565,17-11-2024,20-11-2024,CUST333,Shannon Blair,Consumer,PROD8957,Notebook,Office Supplies,South,Vermont,Marymouth,9,1770,5,15133.5,11506.28,3627.22,Credit Card,Returned,Gonzalez Inc,ellistimothy@beck-rose.net,3,Yes,22
ODR1566,30-12-2025,06-01-2026,CUST770,Cassandra Lewis,Consumer,PROD3365,Notebook,Office Supplies,West,Idaho,North Vincentfort,1,2401,15,2040.85,1820.97,219.88,Net Banking,Cancelled,Mccann Inc,kristina77@whitehead.com,42,No,0
ODR1567,09-03-2025,10-03-2025,CUST224,James Lee,Consumer,PROD1791,Mouse,Electronics,East,Michigan,Port Amy,2,385,20,616,518.42,97.58,Cash,Pending,Cochran-Mckenzie,martinezjames@jones.com,13,No,0
ODR1568,08-03-2024,15-03-2024,CUST962,Lawrence Cummings,Consumer,PROD9855,Pen,Office Supplies,South,South Dakota,Whitebury,5,1163,20,4652,3963.44,688.56,Credit Card,Returned,Santos-Woodward,andreawagner@wilson.org,18,No,0
ODR1569,21-10-2025,22-10-2025,CUST442,Meagan Best,Consumer,PROD5202,Study Table,Furniture,South,Massachusetts,South Andrewstad,2,4073,10,7331.4,5590.5,1740.9,UPI,Returned,Barrett PLC,juarezcatherine@dixon.com,8,Yes,39
ODR1570,25-08-2024,28-08-2024,CUST779,Christopher Mcintyre,Home Office,PROD4716,Mouse,Electronics,South,West Virginia,Nicoleville,7,4774,10,30076.2,24682.7,5393.5,UPI,Delivered,Watkins-Franco,pponce@kelly.info,19,No,0
ODR1571,26-06-2024,27-06-2024,CUST395,Michelle Schmidt,Home Office,PROD9556,Snacks,Grocery,East,Rhode Island,Port James,1,3705,10,3334.5,2485.41,849.09,Cash,Returned,"Lozano, Yang and Lawson",christineestes@walsh.net,28,No,0
ODR1572,28-09-2025,04-10-2025,CUST168,James Pace,Corporate,PROD4774,Laptop,Electronics,East,Massachusetts,Dudleychester,6,346,5,1972.2,1251.28,720.92,UPI,Cancelled,Cannon Ltd,hjohnson@espinoza.com,7,Yes,30
ODR1573,04-12-2024,11-12-2024,CUST171,Angelica Morris,Consumer,PROD8595,Monitor,Electronics,South,Kentucky,Garciashire,5,302,15,1283.5,1055.91,227.59,Credit Card,Pending,Baker Group,aaron88@price-holland.net,9,Yes,37
ODR1574,11-01-2026,16-01-2026,CUST803,Joyce Richards,Consumer,PROD8368,Juice Pack,Grocery,South,Kentucky,Jacksonland,2,3630,20,5808,3722.09,2085.91,Credit Card,Delivered,Robbins Inc,andresullivan@ford-harrison.net,27,No,0
ODR1575,26-03-2025,01-04-2025,CUST215,Jamie Cook,Consumer,PROD2107,Calculator,Office Supplies,East,Colorado,North Timothyview,5,3843,5,18254.25,14002.47,4251.78,Net Banking,Pending,Bass-Fitzgerald,markchandler@hull.info,19,No,0
ODR1576,11-01-2026,18-01-2026,CUST620,Daniel Williams,Consumer,PROD8059,Sugar,Grocery,South,Kansas,South Vanessabury,9,1219,10,9873.9,8351.36,1522.54,Net Banking,Delivered,Allen-Lewis,karenbarber@mcgee.com,12,No,0
ODR1577,22-09-2024,25-09-2024,CUST201,Nicholas Hogan,Home Office,PROD2940,Dining Table,Furniture,West,Indiana,Lake Brittany,2,1800,10,3240,2293.06,946.94,Cash,Pending,Hansen-Mendoza,cwright@kaufman.com,45,No,0
ODR1578,29-08-2025,03-09-2025,CUST386,Linda Phillips,Home Office,PROD1538,Bookshelf,Furniture,South,Colorado,Lake Robert,4,980,0,3920,3417.58,502.42,Cash,Delivered,"Kim, Davis and Thomas",debra34@blair-brown.org,9,Yes,33
ODR1579,10-06-2025,17-06-2025,CUST937,Brenda Frazier,Home Office,PROD8350,File Folder,Office Supplies,South,Rhode Island,Villegaschester,9,2107,5,18014.85,15150.54,2864.31,Cash,Pending,Miller-Hernandez,ian87@flores.com,10,No,0
ODR1580,29-02-2024,04-03-2024,CUST687,Raymond Shea,Home Office,PROD8257,Stapler,Office Supplies,West,Illinois,Carterport,6,1686,15,8598.6,5543.56,3055.04,Cash,Pending,Novak LLC,richardgarrett@long.com,43,No,0
ODR1581,10-07-2024,17-07-2024,CUST633,Pamela Joyce,Home Office,PROD9676,Sugar,Grocery,West,Maine,Austinbury,2,4291,20,6865.6,4678.45,2187.15,Cash,Pending,Roth LLC,dwelch@davis.com,12,No,0
ODR1582,11-03-2025,18-03-2025,CUST751,Sarah Herring,Corporate,PROD8323,Snacks,Grocery,West,Alaska,Tristanburgh,8,4177,20,26732.8,18707.55,8025.25,UPI,Returned,Bell-Green,shannonshaffer@griffith.org,48,No,0
ODR1583,23-04-2024,28-04-2024,CUST371,John Wood,Corporate,PROD1018,Keyboard,Electronics,North,Ohio,Serranoland,6,4893,0,29358,21095.09,8262.91,UPI,Delivered,"Herring, Sharp and Potts",matthewgardner@ward.org,16,No,0
ODR1584,18-03-2024,23-03-2024,CUST673,Lisa Mccarty,Consumer,PROD7258,Snacks,Grocery,West,Arkansas,Jacquelineview,8,559,20,3577.6,3012.77,564.83,UPI,Cancelled,Ho-Vasquez,bonniegray@lee-watson.com,5,Yes,32
ODR1585,12-02-2026,19-02-2026,CUST383,William Nelson,Corporate,PROD8595,Dining Table,Furniture,North,Hawaii,Lake Tammyfort,4,3438,15,11689.2,9704.39,1984.81,Net Banking,Pending,"Gibson, Davis and Holt",antoniothompson@michael-eaton.info,13,No,0
ODR1586,31-10-2024,02-11-2024,CUST121,Michael Bailey,Corporate,PROD6513,Juice Pack,Grocery,West,North Dakota,Weaverfort,4,4733,0,18932,14576.61,4355.39,Net Banking,Cancelled,Ortiz-Haas,shatfield@martinez-oneal.com,7,Yes,50
ODR1587,21-09-2025,22-09-2025,CUST650,Gabriel Gibbs,Home Office,PROD8144,Mouse,Electronics,West,Georgia,Rodriguezhaven,1,3255,10,2929.5,2067.31,862.19,Cash,Cancelled,Nguyen-Black,sbowen@valdez.biz,34,No,0
ODR1588,05-02-2025,12-02-2025,CUST215,Cameron Miller,Consumer,PROD6775,Pen,Office Supplies,North,Connecticut,East Christineland,5,2787,5,13238.25,10664.08,2574.17,UPI,Cancelled,"Smith, Galvan and Norton",ksimon@avila-smith.com,6,Yes,50
ODR1589,22-08-2024,27-08-2024,CUST411,Tanya Guzman,Home Office,PROD7356,Juice Pack,Grocery,South,Kansas,Ellisville,7,3673,15,21854.35,18304.95,3549.4,Cash,Returned,"Young, Macdonald and Harris",tfoster@lawrence-lutz.com,8,Yes,36
ODR1590,19-10-2024,20-10-2024,CUST119,Kenneth Nicholson,Corporate,PROD1162,Cooking Oil,Grocery,West,Kentucky,North Thomas,8,502,10,3614.4,2658.77,955.63,Cash,Returned,Bennett Group,hmartinez@joyce.com,17,No,0
ODR1591,21-03-2024,28-03-2024,CUST785,Travis Murphy,Consumer,PROD5078,Bookshelf,Furniture,North,Kansas,Sydneyton,4,4666,10,16797.6,14293.62,2503.98,UPI,Cancelled,"Alexander, Pitts and Davis",trantimothy@navarro.com,34,No,0
ODR1592,10-10-2024,14-10-2024,CUST255,Jason Maddox,Consumer,PROD7774,Juice Pack,Grocery,East,Maryland,Port Michellehaven,6,3440,15,17544,11752.57,5791.43,Credit Card,Pending,Gilmore PLC,paulfernandez@daniels-villa.com,40,No,0
ODR1593,22-01-2025,23-01-2025,CUST265,Erika Murphy MD,Corporate,PROD9913,Sofa,Furniture,North,North Dakota,Michaelberg,4,2803,10,10090.8,8669.65,1421.15,UPI,Cancelled,Armstrong Group,kanderson@patterson.info,44,No,0
ODR1594,01-12-2024,05-12-2024,CUST354,Gina Dawson,Home Office,PROD9005,Office Chair,Furniture,North,Connecticut,Barkerbury,6,2819,0,16914,15004.07,1909.93,Credit Card,Delivered,"Rivera, Berry and Alvarez",tracey27@gonzales.com,8,Yes,39
ODR1595,06-02-2026,11-02-2026,CUST165,Carl Potter,Consumer,PROD4976,Bookshelf,Furniture,East,Wisconsin,West Sherishire,2,2310,10,4158,3527.86,630.14,Net Banking,Cancelled,Sanders LLC,cindy12@taylor-freeman.com,22,No,0
ODR1596,24-05-2024,30-05-2024,CUST406,Anita Rojas,Corporate,PROD1973,Snacks,Grocery,North,Louisiana,North Sarah,3,2506,0,7518,4882.89,2635.11,Net Banking,Cancelled,"Henry, Padilla and Sullivan",dawn33@sanders.com,48,No,0
ODR1597,14-12-2024,21-12-2024,CUST574,Amy Diaz,Consumer,PROD6806,File Folder,Office Supplies,South,Michigan,Lake Neil,1,4875,5,4631.25,2985.21,1646.04,Cash,Returned,Walker PLC,mcoleman@gonzales-martin.info,6,Yes,33
ODR1598,27-09-2024,02-10-2024,CUST538,Gary Cross,Home Office,PROD9878,Study Table,Furniture,South,Kentucky,Lake Rogerberg,5,1267,20,5068,3475.57,1592.43,UPI,Cancelled,Diaz Inc,davidramirez@stewart-sims.com,15,No,0
ODR1599,08-07-2024,14-07-2024,CUST117,Kaitlyn Brown,Consumer,PROD6949,Bookshelf,Furniture,West,Maryland,Port Kevin,9,1193,0,10737,7345.46,3391.54,UPI,Pending,"Mills, Gray and Gibson",destinylewis@austin.com,8,Yes,49
ODR1600,29-11-2024,04-12-2024,CUST247,Jennifer Johnson,Corporate,PROD6585,Notebook,Office Supplies,South,Ohio,Lake Virginia,4,778,10,2800.8,1694.88,1105.92,Net Banking,Delivered,Wong-Dickson,lbowman@howard.biz,6,Yes,45
ODR1601,30-06-2024,02-07-2024,CUST521,Kenneth Vaughan,Home Office,PROD2502,Calculator,Office Supplies,East,Louisiana,Suzanneshire,7,3000,15,17850,12313.81,5536.19,UPI,Pending,Atkins Group,josephadams@white.org,26,No,0
ODR1602,26-05-2024,02-06-2024,CUST939,Barry Price,Home Office,PROD9048,Snacks,Grocery,East,Nevada,East Carlos,2,4294,5,8158.6,6273.57,1885.03,Cash,Returned,"Dixon, Brown and Patel",dyerchristopher@tucker.com,5,Yes,38
ODR1603,23-07-2025,25-07-2025,CUST940,Mark Gross,Consumer,PROD7306,Rice Bag,Grocery,West,Delaware,Collinsberg,2,4683,5,8897.7,6579.07,2318.63,Net Banking,Returned,"Nguyen, Hart and Schaefer",samanthaphillips@collins-saunders.biz,28,No,0
ODR1604,24-10-2025,31-10-2025,CUST361,Sharon Brown,Corporate,PROD1663,Monitor,Electronics,East,Iowa,Hawkinsland,6,2613,10,14110.2,9413.59,4696.61,Net Banking,Cancelled,Wilson Group,briannamoore@waters-reynolds.net,40,No,0
ODR1605,09-05-2024,15-05-2024,CUST590,Katie Byrd,Consumer,PROD7141,Juice Pack,Grocery,East,Florida,South Timothy,9,1085,0,9765,8181.21,1583.79,Credit Card,Cancelled,"Johnson, Richmond and Bradley",deckervalerie@brown.com,1,Yes,35
ODR1606,11-05-2024,18-05-2024,CUST782,Mario Mitchell,Corporate,PROD3673,Monitor,Electronics,South,Kansas,West Michelle,1,4301,10,3870.9,2480.04,1390.86,Credit Card,Cancelled,Romero LLC,lisapeters@rubio-simmons.com,31,No,0
ODR1607,02-07-2024,09-07-2024,CUST314,Vanessa Peters,Corporate,PROD6730,Sofa,Furniture,South,Texas,Lake Denisemouth,3,4529,10,12228.3,8166.91,4061.39,Credit Card,Pending,"Cline, Gill and Fowler",henrymurray@olson-nguyen.com,2,Yes,22
ODR1608,26-05-2024,01-06-2024,CUST718,Anthony Mitchell,Home Office,PROD8998,Juice Pack,Grocery,South,Washington,Nancyfort,8,2390,5,18164,11767.15,6396.85,Credit Card,Delivered,Escobar-Mcdonald,victorpeterson@perry.com,28,No,0
ODR1609,08-03-2025,11-03-2025,CUST880,Richard Hodge,Corporate,PROD8795,Pen,Office Supplies,North,Massachusetts,Lake Danielfort,4,877,10,3157.2,2273.7,883.5,Net Banking,Returned,"Aguilar, Lopez and Vincent",rebecca36@ellis.biz,44,No,0
ODR1610,07-12-2025,10-12-2025,CUST641,Cynthia Medina,Corporate,PROD9869,Study Table,Furniture,North,West Virginia,New Tiffany,5,4686,0,23430,18686.62,4743.38,Net Banking,Delivered,Terry Inc,harrelljustin@joseph.com,5,Yes,42
ODR1611,24-01-2026,26-01-2026,CUST532,Patty English,Consumer,PROD9966,Cooking Oil,Grocery,North,New Jersey,New Derrickland,5,765,15,3251.25,2002.97,1248.28,Credit Card,Delivered,"Hodges, Watkins and Braun",seth75@gonzales-leon.com,9,Yes,44
ODR1612,30-06-2025,07-07-2025,CUST875,Virginia Crawford,Home Office,PROD6241,Notebook,Office Supplies,East,Arkansas,Thompsonfurt,1,4256,0,4256,2969.65,1286.35,Net Banking,Cancelled,"House, Adams and Lee",ssnyder@robertson-hughes.com,31,No,0
ODR1613,05-07-2025,09-07-2025,CUST827,Gary Dean,Home Office,PROD6652,Dining Table,Furniture,West,California,Mccarthymouth,3,1935,20,4644,2939.89,1704.11,UPI,Pending,Martinez PLC,goodwinwilliam@carey.com,1,Yes,45
ODR1614,06-09-2025,10-09-2025,CUST577,Cindy Wright,Consumer,PROD3777,Headphones,Electronics,South,Virginia,Kennethberg,5,3057,10,13756.5,12130.59,1625.91,Net Banking,Returned,"Wolfe, Brooks and Cochran",heather38@mata.com,43,No,0
ODR1615,08-02-2026,09-02-2026,CUST394,Sara Bailey,Consumer,PROD4541,Bookshelf,Furniture,South,Wisconsin,Port Jacquelinechester,9,2098,15,16049.7,11771.31,4278.39,Cash,Returned,Li-French,nancy83@alvarado.net,22,No,0
ODR1616,27-05-2025,03-06-2025,CUST590,Lindsay Kent,Corporate,PROD4191,Bookshelf,Furniture,North,Nebraska,Cathyburgh,4,1652,15,5616.8,3571.87,2044.93,Net Banking,Cancelled,Smith PLC,xallen@carey.com,15,No,0
ODR1617,30-01-2026,31-01-2026,CUST623,Joseph Reed,Corporate,PROD7808,File Folder,Office Supplies,South,New Hampshire,Levyberg,2,390,15,663,539.71,123.29,UPI,Delivered,Hoffman and Sons,gwilson@shannon.biz,4,Yes,39
ODR1618,14-06-2024,16-06-2024,CUST172,Laura Morgan,Home Office,PROD1251,Stapler,Office Supplies,West,New Jersey,Jamesville,7,251,0,1757,1095.81,661.19,Credit Card,Returned,Miller Inc,kathrynhill@rivera.info,20,No,0
ODR1619,15-05-2025,20-05-2025,CUST930,Debra Ryan,Consumer,PROD5474,Keyboard,Electronics,East,Minnesota,North Karenton,6,3911,10,21119.4,13206.35,7913.05,Net Banking,Returned,Duncan-Taylor,fbrock@shaffer-west.com,45,No,0
ODR1620,30-01-2025,04-02-2025,CUST832,Amanda Waller,Corporate,PROD8971,Dining Table,Furniture,West,Oklahoma,Stevenberg,4,2320,0,9280,5724.47,3555.53,Cash,Returned,"Porter, Sims and Welch",yhawkins@wallace-garcia.com,0,Yes,27
ODR1621,02-08-2024,08-08-2024,CUST647,Lonnie Hughes,Corporate,PROD9441,File Folder,Office Supplies,North,Ohio,Wilsonville,10,1843,20,14744,10707.94,4036.06,Credit Card,Cancelled,Gutierrez-Ritter,zrussell@prince-rosario.net,39,No,0
ODR1622,16-02-2025,17-02-2025,CUST348,Christine Stokes,Home Office,PROD2374,Monitor,Electronics,West,New Hampshire,Stanleyville,10,2702,5,25669,19994.01,5674.99,Credit Card,Pending,Willis-Miller,clarkgary@lewis.com,45,No,0
ODR1623,11-12-2024,16-12-2024,CUST526,Paige Bush,Corporate,PROD1191,Dining Table,Furniture,South,Kansas,Wardbury,7,685,20,3836,2711.35,1124.65,Credit Card,Returned,Bailey Ltd,debrabailey@robinson.com,46,No,0
ODR1624,19-08-2024,23-08-2024,CUST390,Michael Johnston,Home Office,PROD4330,File Folder,Office Supplies,North,North Dakota,Lake Matthew,6,2419,15,12336.9,8699.5,3637.4,UPI,Delivered,Davis-Carter,erosales@juarez-eaton.info,22,No,0
ODR1625,28-02-2025,05-03-2025,CUST552,Richard Scott,Consumer,PROD4416,Sofa,Furniture,West,Arizona,Amandachester,4,320,15,1088,964.36,123.64,UPI,Returned,Blake-Hernandez,hmcmillan@evans.com,49,No,0
